Year,OBJECTID,GEOID,Tract Label,Tract Name,Community Reporting Area Name,Community Reporting Area ID,Tract Median Apartment Contract Rent per Square Foot,Tract Median Apartment Contract Rent per Unit,Year over Year Change in Rent per Square Foot,Year over Year Change in Rent per Unit,Cost Category,Year over Year Change in Rent Category,Mixed-Rate or Mixed-Income Apartments in Tract,PROPERTIES,Shape__Area,Shape__Length
2010,1701,53033001702,17.02,Census Tract 17.02,Greenwood/Phinney Ridge,9.3,02.02,1416,412.371.134.020.619,419.426.048.565.121,Medium,Significant Rise,312,19,137.792.757.612.915,174.764.075.143.324
2010,1702,53033006500,65,Census Tract 65,North Capitol Hill,6.3,2.12,1406,392.156.862.745.098,376.383.763.837.638,Medium,Significant Rise,989,73,123.522.577.561.951,179.215.013.322.026
2010,1703,53033006200,62,Census Tract 62,Montlake/Portage Bay,7.1,0,0,0,0,0,0,0,0,246.106.197.424.011,400.105.992.573.485
2010,1704,53033005305,53.05,Census Tract 53.05,University District,7.2,2.23,1086,420.560.747.663.551,402.298.850.574.713,Medium,Significant Rise,1161,46,229.223.661.618.042,604.860.922.233.999
2010,1705,53033002600,26,Census Tract 26,Ravenna/Bryant,7.3,2.32,1439,497.737.556.561.085,488.338.192.419.825,High,Significant Rise,191,5,133.980.401.758.728,15.933.937.900.155
2010,1706,53033002000,20,Census Tract 20,Northgate/Maple Leaf,8.1,1.55,1146,40.268.456.375.839,418.181.818.181.818,Low,Significant Rise,206,9,121.838.788.231.506,155.095.457.092.747
2010,1707,53033006300,63,Census Tract 63,Madison Park,6.5,1.68,1276,434.782.608.695.651,433.360.588.716.271,Medium,Significant Rise,578,20,277.503.333.955.383,362.858.489.218.384
2010,1708,53033006600,66,Census Tract 66,Cascade/Eastlake,11.3,02.05,1368,249.999.999.999.999,285.714.285.714.286,Medium,Significant Rise,1465,81,111.102.968.534.851,219.951.062.951.424
2010,1709,53033006900,69,Census Tract 69,Queen Anne,12.3,1.79,1177,406.976.744.186.047,406.719.717.064.545,Low,Significant Rise,468,34,974.217.664.987.183,156.665.439.544.695
2010,1710,53033006000,60,Census Tract 60,Queen Anne,12.3,2.11,1567,445.544.554.455.445,453.635.757.171.448,High,Significant Rise,760,57,141.587.647.126.465,191.230.326.298.116
2010,1711,53033005201,52.01,Census Tract 52.01,Wallingford,11.2,2.57,1188,40.485.829.959.514,430.201.931.518.876,Medium,Significant Rise,273,19,753.663.248.083.496,141.759.240.617.134
2010,1712,53033005000,50,Census Tract 50,Wallingford,11.2,2.22,1400,422.535.211.267.607,408.921.933.085.502,Medium,Significant Rise,903,63,815.194.229.489.136,11.560.148.011.522
2010,1713,53033008600,86,Census Tract 86,First Hill,6.1,2.46,1341,60.344.827.586.207,58.405.682.715.075,High,Significant Rise,982,43,765.661.662.564.087,116.407.206.126.296
2010,1714,53033008002,80.02,Census Tract 80.02,Belltown,13.1,2.82,2025,601.503.759.398.495,574.412.532.637.076,High,Significant Rise,1126,14,252.202.980.825.806,799.838.246.587.977
2010,1715,53033007901,79.01,Census Tract 79.01,Central Area/Squire Park,5.3,2.18,1377,430.622.009.569.379,416.036.308.623.298,Medium,Significant Rise,863,46,287.629.950.189.209,787.940.433.949.822
2010,1716,53033007202,72.02,Census Tract 72.02,Cascade/Eastlake,11.3,2.8,2055,48.689.138.576.779,495.403.472.931.563,High,Significant Rise,559,10,302.007.566.329.956,759.170.188.344.636
2010,1717,53033007301,73.01,Census Tract 73.01,Cascade/Eastlake,11.3,2.44,1720,338.983.050.847.458,342.754.058.929.645,High,Significant Rise,742,10,269.934.410.806.274,742.261.069.281.975
2010,1718,53033010302,103.02,Census Tract 103.02,Columbia City,4.2,2.29,1598,45.662.100.456.621,451.275.343.361.674,High,Significant Rise,259,17,680.441.875.059.509,112.672.532.000.827
2010,1719,53033009100,91,Census Tract 91,Pioneer Square/International District,13.3,2.4,1524,480.349.344.978.165,474.226.804.123.711,High,Significant Rise,920,15,441.968.526.577.759,106.083.854.115.205
2010,1720,53033009200,92,Census Tract 92,Pioneer Square/International District,13.3,2.39,1408,346.320.346.320.347,36.055.923.473.142,High,Significant Rise,321,10,345.608.855.044.556,126.871.211.893.969
2010,1721,53033011700,117,Census Tract 117,South Beacon Hill/NewHolly,3.4,0,0,0,0,0,0,0,0,378.260.362.597.046,294.396.267.373.345
2010,1722,53033000500,5,Census Tract 5,Broadview/Bitter Lake,9.1,0,0,0,0,0,0,0,0,302.947.410.541.992,270.945.667.843.899
2010,1723,53033000601,06.01,Census Tract 6.01,Haller Lake,9.5,1.36,957,381.679.389.312.977,390.879.478.827.362,Low,Significant Rise,610,17,154.049.525.828.857,200.789.564.759.328
2010,1724,53033003500,35,Census Tract 35,Greenwood/Phinney Ridge,9.3,2.16,1086,434.782.608.695.654,402.298.850.574.713,Medium,Significant Rise,274,22,138.280.616.665.344,166.343.489.620.973
2010,1725,53033001500,15,Census Tract 15,North Beach/Blue Ridge,10.1,0.86,997,0,-598.205.383.848.455,Low,Decline,59,4,12.300.447.062.561,139.603.795.463.703
2010,1726,53033001400,14,Census Tract 14,North Beach/Blue Ridge,10.1,1.44,1148,434.782.608.695.653,445.859.872.611.465,Low,Significant Rise,440,22,230.733.886.559.448,305.363.374.485.091
2010,1727,53033001300,13,Census Tract 13,Licton Springs,9.2,1.57,974,397.350.993.377.484,372.736.954.206.603,Low,Significant Rise,870,72,127.100.369.901.733,148.810.870.453.396
2010,1728,53033003800,38,Census Tract 38,Ravenna/Bryant,7.3,2.58,1362,445.344.129.554.655,420.811.017.597.552,High,Significant Rise,159,6,672.279.139.416.504,103.925.315.540.704
2010,1729,53033007001,70.01,Census Tract 70.01,Queen Anne,12.3,02.01,1196,414.507.772.020.725,42.720.139.494.333,Medium,Significant Rise,1377,50,385.629.005.014.038,953.030.256.857.274
2010,1730,53033004800,48,Census Tract 48,Fremont,11.1,2.26,1312,366.972.477.064.218,396.196.513.470.681,Medium,Significant Rise,216,25,138.338.868.196.411,188.222.365.726.525
2010,1731,53033005100,51,Census Tract 51,Wallingford,11.2,2.93,1291,390.070.921.985.817,386.162.510.056.315,High,Significant Rise,292,23,949.035.015.280.151,134.625.915.467.426
2010,1732,53033008200,82,Census Tract 82,First Hill,6.1,2.69,2043,466.926.070.038.911,460.829.493.087.558,High,Significant Rise,1167,12,404.477.382.589.722,91.021.403.414.799
2010,1733,53033010101,101.01,Census Tract 101.01,Columbia City,4.2,2.43,1120,384.615.384.615.386,42.830.540.037.244,Medium,Significant Rise,177,8,938.181.013.056.946,153.116.567.050.508
2010,1734,53033012100,121,Census Tract 121,Arbor Heights,1.1,0,0,0,0,0,0,0,0,185.389.009.337.463,259.836.162.383.482
2010,1735,53033011901,119.01,Census Tract 119.01,Rainier Beach,4.1,0,0,0,0,0,0,0,0,180.976.407.372.589,204.856.455.423.004
2010,1736,53033000602,06.02,Census Tract 6.02,Haller Lake,9.5,1.31,1111,396.825.396.825.397,383.177.570.093.458,Low,Significant Rise,396,9,259.475.078.614.197,232.217.047.501.309
2010,1737,53033000201,02.01,Census Tract 2.01,Olympic Hills/Victory Heights,8.2,1.3,1066,0.04,440.744.368.266.405,Low,Significant Rise,836,12,194.461.763.249.207,186.515.780.841.956
2010,1738,53033003302,33.02,Census Tract 33.02,Whittier Heights,10.2,1.82,1147,0.04,380.090.497.737.557,Low,Significant Rise,452,52,674.933.648.599.243,105.508.179.265.194
2010,1739,53033005304,53.04,Census Tract 53.04,University District,7.2,0,0,0,0,0,0,0,0,786.047.098.052.979,408.312.606.626.598
2010,1740,53033004202,42.02,Census Tract 42.02,Ravenna/Bryant,7.3,2.51,1718,414.937.759.336.098,418.435.415.403.275,High,Significant Rise,54,5,131.416.884.516.602,156.516.663.663.576
2010,1741,53033007404,74.04,Census Tract 74.04,Capitol Hill,6.2,2.23,1298,420.560.747.663.551,400.641.025.641.026,Medium,Significant Rise,1161,60,165.457.982.751.465,577.569.998.668.964
2010,1742,53033006701,67.01,Census Tract 67.01,Queen Anne,12.3,2.64,1972,352.941.176.470.589,357.142.857.142.857,High,Significant Rise,790,15,36.398.331.784.668,121.437.792.365.382
2010,1743,53033007800,78,Census Tract 78,Madrona/Leschi,5.1,1.79,1392,406.976.744.186.047,426.966.292.134.831,Medium,Significant Rise,79,5,22.245.158.163.269,287.463.735.215.772
2010,1744,53033007503,75.03,Census Tract 75.03,Capitol Hill,6.2,2.69,1735,386.100.386.100.386,376.794.258.373.206,High,Significant Rise,449,14,201.861.436.813.354,648.438.948.226.953
2010,1745,53033007201,72.01,Census Tract 72.01,Cascade/Eastlake,11.3,2.4,1592,344.827.586.206.897,35.110.533.159.948,High,Significant Rise,1926,13,162.255.890.014.648,58.732.165.106.452
2010,1746,53033007203,72.03,Census Tract 72.03,Cascade/Eastlake,11.3,03.03,2162,448.275.862.068.965,439.401.255.432.158,High,Significant Rise,424,8,623.880.494.293.213,124.939.648.041.578
2010,1747,53033010301,103.01,Census Tract 103.01,Columbia City,4.2,1.4,1245,447.761.194.029.849,42.713.567.839.196,Low,Significant Rise,52,4,107.922.624.648.438,169.243.685.147.596
2010,1748,53033009900,99,Census Tract 99,North Delridge,2.1,1.91,1132,380.434.782.608.695,366.300.366.300.366,Medium,Significant Rise,470,17,70.254.374.707.016,646.336.615.792.341
2010,1749,53033009500,95,Census Tract 95,Mt. Baker/North Rainier,4.4,2.36,1097,442.477.876.106.195,427.756.653.992.395,Medium,Significant Rise,128,11,274.243.056.749.573,296.182.112.966.095
2010,1750,53033009400,94,Census Tract 94,North Beacon Hill/Jefferson Park,3.6,2.6,1447,441.767.068.273.092,417.566.594.672.426,High,Significant Rise,501,51,181.506.256.758.423,188.745.831.831.158
2010,1751,53033011801,118.01,Census Tract 118.01,Rainier Beach,4.1,1.24,866,420.168.067.226.891,383.693.045.563.549,Low,Significant Rise,268,13,126.711.735.070.038,158.498.135.377.743
2010,1752,53033011602,116.02,Census Tract 116.02,Fauntleroy/Seaview,1.2,1.35,944,384.615.384.615.385,407.938.257.993.385,Low,Significant Rise,113,13,169.241.732.272.644,247.040.405.747.324
2010,1753,53033011401,114.01,Census Tract 114.01,Roxhill/Westwood,2.4,1.39,1221,220.588.235.294.116,234.702.430.846.605,Low,Significant Rise,565,6,132.733.691.432.037,174.780.591.593.666
2010,1754,53033010701,107.01,Census Tract 107.01,High Point,2.2,01.08,931,384.615.384.615.385,367.483.296.213.808,Low,Significant Rise,214,5,15.726.285.722.641,213.023.651.802.902
2010,1755,53033010602,106.02,Census Tract 106.02,Fauntleroy/Seaview,1.2,1.56,1033,0.04,423.814.328.960.646,Low,Significant Rise,324,21,154.620.140.646.667,237.749.471.378.089
2010,1756,53033000900,9,Census Tract 9,Cedar Park/Meadowbrook,8.3,0,0,0,0,0,0,0,0,100.311.588.856.812,208.281.661.958.069
2010,1757,53033000402,04.02,Census Tract 4.02,Broadview/Bitter Lake,9.1,1.46,978,428.571.428.571.429,382.165.605.095.541,Low,Significant Rise,480,27,193.622.205.229.187,213.971.752.981.976
2010,1758,53033000300,3,Census Tract 3,Haller Lake,9.5,1.2,907,344.827.586.206.897,342.075.256.556.442,Low,Significant Rise,83,7,130.338.645.966.187,172.980.295.354.457
2010,1759,53033003202,32.02,Census Tract 32.02,Sunset Hill/Loyal Heights,10.3,1.99,1366,364.583.333.333.334,372.057.706.909.643,Medium,Significant Rise,344,34,102.898.184.570.313,129.453.948.643.709
2010,1760,53033003000,30,Census Tract 30,Whittier Heights,10.2,02.05,1286,406.091.370.558.375,412.955.465.587.045,Medium,Significant Rise,182,24,160.722.220.088.196,16.061.947.620.856
2010,1761,53033001701,17.01,Census Tract 17.01,Greenwood/Phinney Ridge,9.3,2.42,1522,431.034.482.758.621,410.396.716.826.265,High,Significant Rise,578,31,960.902.608.453.369,171.644.547.776.423
2010,1762,53033001600,16,Census Tract 16,North Beach/Blue Ridge,10.1,2.62,1551,438.247.011.952.193,43.039.677.202.421,High,Significant Rise,143,11,205.753.927.101.746,231.476.459.804.202
2010,1763,53033002100,21,Census Tract 21,Wedgwood/View Ridge,7.4,2.82,1147,40.590.405.904.059,427.272.727.272.727,High,Significant Rise,188,16,146.967.967.441.101,161.399.218.598.102
2010,1764,53033003900,39,Census Tract 39,Wedgwood/View Ridge,7.4,1.5,1022,344.827.586.206.897,30.241.935.483.871,Low,Significant Rise,108,8,104.813.349.800.415,132.009.092.050.947
2010,1765,53033007102,71.02,Census Tract 71.02,Queen Anne,12.3,2.51,1631,590.717.299.578.058,604.681.404.421.326,High,Significant Rise,724,21,36.155.008.977.356,114.999.407.456.685
2010,1766,53033006702,67.02,Census Tract 67.02,Queen Anne,12.3,2.7,1848,465.116.279.069.768,446.579.988.694.178,High,Significant Rise,427,32,328.014.799.505.615,85.938.649.046.644
2010,1767,53033005401,54.01,Census Tract 54.01,Fremont,11.1,2.48,1588,420.168.067.226.891,41.994.750.656.168,High,Significant Rise,361,32,789.227.058.761.597,1.974.010.787.087
2010,1768,53033008004,80.04,Census Tract 80.04,Belltown,13.1,2.28,1765,0,-113.186.191.284.663,High,Decline,738,7,290.832.663.348.389,149.449.795.882.911
2010,1769,53033008003,80.03,Census Tract 80.03,Belltown,13.1,2.73,1771,0.05,485.494.375.370.041,High,Significant Rise,402,7,212.204.371.142.578,872.099.942.149.515
2010,1770,53033008402,84.02,Census Tract 84.02,Capitol Hill,6.2,2.37,1462,440.528.634.361.234,427.960.057.061.341,High,Significant Rise,1187,40,156.550.771.533.203,522.086.848.686.108
2010,1771,53033007303,73.03,Census Tract 73.03,Cascade/Eastlake,11.3,3.36,2733,338.461.538.461.538,332.703.213.610.586,High,Significant Rise,386,3,337.459.639.306.641,79.848.635.220.016
2010,1772,53033010002,100.02,Census Tract 100.02,North Beacon Hill/Jefferson Park,3.6,1.91,1183,324.324.324.324.323,322.862.129.144.852,Medium,Significant Rise,419,19,10.204.645.644.455,137.327.653.894.052
2010,1773,53033011902,119.02,Census Tract 119.02,Rainier Beach,4.1,0,0,0,0,0,0,0,0,162.908.136.344.757,288.975.986.341.236
2010,1774,53033011802,118.02,Census Tract 118.02,Rainier Beach,4.1,1.26,769,413.223.140.495.868,40.595.399.188.092,Low,Significant Rise,67,3,123.230.567.394.714,172.015.467.858.114
2010,1775,53033004703,47.03,Census Tract 47.03,Ballard,10.4,2.21,1233,231.481.481.481.481,249.376.558.603.491,Medium,Significant Rise,733,53,130.309.181.381.531,187.188.593.915.212
2010,1776,53033001000,10,Census Tract 10,Cedar Park/Meadowbrook,8.3,1.22,931,517.241.379.310.345,47.244.094.488.189,Low,Significant Rise,122,5,102.702.716.852.112,131.470.305.998.084
2010,1777,53033000403,04.03,Census Tract 4.03,Broadview/Bitter Lake,9.1,1.35,1024,-735.294.117.647.059,-389.105.058.365.759,Low,Decline,409,11,788.118.592.349.243,140.970.266.947.453
2010,1778,53033003201,32.01,Census Tract 32.01,Sunset Hill/Loyal Heights,10.3,2.38,1527,393.013.100.436.681,387.755.102.040.816,High,Significant Rise,618,27,119.277.886.225.891,320.945.033.857.248
2010,1779,53033004600,46,Census Tract 46,Green Lake,9.4,1.81,1131,402.298.850.574.713,423.963.133.640.553,Low,Significant Rise,65,7,278.293.687.579.956,255.142.239.990.877
2010,1780,53033004702,47.02,Census Tract 47.02,Ballard,10.4,2.38,1437,393.013.100.436.681,41.304.347.826.087,High,Significant Rise,402,36,2.867.507.734.375,695.644.967.487.604
2010,1781,53033002700,27,Census Tract 27,Green Lake,9.4,1.52,1108,410.958.904.109.589,413.533.834.586.466,Low,Significant Rise,284,23,170.580.792.767.029,219.428.352.783.745
2010,1782,53033001800,18,Census Tract 18,Licton Springs,9.2,1.62,1142,318.471.337.579.618,362.976.406.533.575,Low,Significant Rise,608,59,101.828.822.714.539,13.946.100.028.213
2010,1783,53033005202,52.02,Census Tract 52.02,Wallingford,11.2,2.2,1283,377.358.490.566.038,363.489.499.192.246,Medium,Significant Rise,995,45,286.519.363.619.995,784.530.321.659.896
2010,1784,53033005303,53.03,Census Tract 53.03,University District,7.2,0,0,0,0,0,0,0,0,243.497.844.945.679,339.046.213.661.119
2010,1785,53033004402,44.02,Census Tract 44.02,University District,7.2,2.31,1159,405.405.405.405.405,41.329.739.442.947,Medium,Significant Rise,918,58,317.502.143.328.857,748.797.985.687.102
2010,1786,53033004401,44.01,Census Tract 44.01,University District,7.2,2.51,1144,414.937.759.336.098,418.943.533.697.632,Medium,Significant Rise,324,28,747.957.176.147.461,129.489.751.357.778
2010,1787,53033005307,53.07,Census Tract 53.07,University District,7.2,2.52,1062,456.431.535.269.709,42.198.233.562.316,Medium,Significant Rise,348,18,139.952.647.988.892,475.885.069.026.771
2010,1788,53033004101,41.01,Census Tract 41.01,Laurelhurst/Sand Point,7.5,1.5,983,273.972.602.739.726,186.528.497.409.326,Low,Significant Rise,71,3,167.168.526.628.113,242.301.579.430.562
2010,1789,53033005402,54.02,Census Tract 54.02,Fremont,11.1,2.36,1425,442.477.876.106.195,424.286.759.326.993,High,Significant Rise,391,39,499.314.186.450.195,100.637.978.469.566
2010,1790,53033007700,77,Census Tract 77,Central Area/Squire Park,5.3,2.66,1178,350.194.552.529.184,342.405.618.964.004,High,Significant Rise,315,20,113.912.082.196.655,152.422.097.594.939
2010,1791,53033007502,75.02,Census Tract 75.02,Capitol Hill,6.2,2.46,1467,468.085.106.382.978,456.165.359.942.979,High,Significant Rise,982,57,340.050.355.529.785,740.362.929.266.713
2010,1792,53033007600,76,Census Tract 76,Miller Park,6.4,2.36,1382,39.647.577.092.511,390.977.443.609.023,Medium,Significant Rise,710,47,615.538.938.891.602,990.636.833.563.623
2010,1793,53033010200,102,Census Tract 102,Seward Park,4.3,1.24,865,420.168.067.226.891,434.258.142.340.169,Low,Significant Rise,76,4,301.290.792.078.857,334.394.693.972.433
2010,1794,53033010401,104.01,Census Tract 104.01,Beacon Hill,3.5,0,0,0,0,0,0,0,0,17.543.421.029.068,173.429.302.013.933
2010,1795,53033010402,104.02,Census Tract 104.02,Beacon Hill,3.5,1.34,1016,46.875,420.512.820.512.821,Low,Significant Rise,71,5,187.596.928.948.212,189.250.430.066.197
2010,1796,53033010501,105.01,Census Tract 105.01,West Seattle Junction/Genesee Hill,1.3,2.25,1600,416.666.666.666.666,437.051.532.941.944,High,Significant Rise,287,12,798.674.671.530.151,124.900.968.039.152
2010,1797,53033010102,101.02,Census Tract 101.02,Columbia City,4.2,0,0,0,0,0,0,0,0,173.146.100.391.541,22.274.170.768.035
2010,1798,53033009802,98.02,Census Tract 98.02,West Seattle Junction/Genesee Hill,1.3,2.34,1380,399.999.999.999.999,407.239.819.004.525,Medium,Significant Rise,200,19,992.751.052.307.129,129.827.549.339.758
2010,1799,53033009000,90,Census Tract 90,Judkins Park,5.2,2.11,1397,445.544.554.455.445,440.956.651.718.984,Medium,Significant Rise,442,15,921.217.319.689.941,143.191.029.916.181
2010,1800,53033026400,264,Census Tract 264,South Park,3.1,0,0,0,0,0,0,0,0,461.382.048.629.761,576.340.767.367.231
2011,1801,53033001201,12.01,Census Tract 12.01,Northgate/Maple Leaf,8.1,1.74,1243,295.857.988.165.681,298.260.149.130.075,Low,Rise,1209,21,10.851.861.641.449,158.997.733.430.541
2011,1802,53033000404,04.04,Census Tract 4.04,Broadview/Bitter Lake,9.1,1.51,1221,55.944.055.944.056,562.283.737.024.221,Low,Significant Rise,515,8,67.916.527.237.854,129.625.584.131.713
2011,1803,53033004901,49.01,Census Tract 49.01,Fremont,11.1,02.06,1197,198.019.801.980.198,152.671.755.725.191,Medium,Stable,991,108,535.088.821.542.358,937.965.576.684.679
2011,1804,53033003601,36.01,Census Tract 36.01,Green Lake,9.4,2.33,1329,17.467.248.908.297,168.324.407.039.021,Medium,Stable,631,36,725.587.906.799.316,118.942.888.948.854
2011,1805,53033002800,28,Census Tract 28,Greenwood/Phinney Ridge,9.3,1.81,1119,111.731.843.575.419,126.696.832.579.186,Low,Stable,326,33,106.371.518.217.773,13.201.311.297.987
2011,1806,53033003100,31,Census Tract 31,Sunset Hill/Loyal Heights,10.3,1.5,1033,671.140.939.597.316,780.487.804.878.049,Low,Stable,107,14,231.374.640.452.271,247.045.678.017.235
2011,1807,53033006400,64,Census Tract 64,Miller Park,6.4,2,1687,101.010.101.010.101,957.510.472.770.796,High,Stable,103,5,972.635.190.356.445,131.867.701.844.683
2011,1808,53033004301,43.01,Census Tract 43.01,Ravenna/Bryant,7.3,03.07,1938,165.562.913.907.284,178.571.428.571.429,High,Stable,69,8,105.397.805.728.455,17.192.703.749.828
2011,1809,53033002500,25,Census Tract 25,Ravenna/Bryant,7.3,2.6,1969,116.731.517.509.729,144.255.538.382.277,High,Stable,69,4,105.946.342.979.736,164.429.685.869.958
2011,1810,53033002200,22,Census Tract 22,Wedgwood/View Ridge,7.4,2.21,1885,231.481.481.481.481,244.565.217.391.304,High,Stable,73,5,301.272.080.188.904,285.058.067.930.163
2011,1811,53033004000,40,Census Tract 40,Laurelhurst/Sand Point,7.5,1.47,995,684.931.506.849.316,606.673.407.482.305,Low,Stable,54,2,26.374.983.680.542,275.600.138.429.836
2011,1812,53033005804,58.04,Census Tract 58.04,Interbay,12.2,2.29,1522,177.777.777.777.778,194.239.785.666.443,High,Stable,577,35,251.240.627.388.306,486.682.722.430.527
2011,1813,53033006800,68,Census Tract 68,Queen Anne,12.3,2.87,1906,177.304.964.539.008,187.065.740.245.858,High,Stable,298,25,772.925.027.154.541,112.753.773.479.613
2011,1814,53033008102,81.02,Census Tract 81.02,Downtown Commercial Core,13.2,3.77,3302,244.565.217.391.304,226.076.184.577.268,High,Stable,173,5,598.781.208.642.578,143.399.950.294.181
2011,1815,53033008101,81.01,Census Tract 81.01,Downtown Commercial Core,13.2,1.89,1648,924.855.491.329.479,885.072.655.217.966,Medium,Significant Rise,885,5,299.216.547.857.666,114.271.467.556.707
2011,1816,53033007902,79.02,Census Tract 79.02,Central Area/Squire Park,5.3,2.14,1462,142.180.094.786.731,145.732.130.464.955,Medium,Stable,514,15,464.163.780.010.986,971.512.087.740.264
2011,1817,53033007302,73.02,Census Tract 73.02,Cascade/Eastlake,11.3,03.03,2457,271.186.440.677.965,280.334.728.033.473,High,Rise,988,5,336.876.926.522.827,780.242.635.391.176
2011,1818,53033007101,71.01,Census Tract 71.01,Queen Anne,12.3,2.58,1713,197.628.458.498.025,196.428.571.428.571,High,Stable,677,19,532.847.460.678.101,900.494.722.654.019
2011,1819,53033009300,93,Census Tract 93,Duwamish/SODO,3.3,2.31,1668,176.211.453.744.494,183.150.183.150.183,High,Stable,268,11,102.171.584.839.813,539.463.734.519.274
2011,1820,53033010502,105.02,Census Tract 105.02,West Seattle Junction/Genesee Hill,1.3,02.04,1344,0.02,189.537.528.430.629,Medium,Stable,746,23,105.043.513.417.664,145.461.362.419.116
2011,1821,53033010001,100.01,Census Tract 100.01,North Beacon Hill/Jefferson Park,3.6,2.14,1356,190.476.190.476.191,187.828.700.225.394,Medium,Stable,237,16,250.524.746.053.925,256.289.245.317.132
2011,1822,53033009801,98.01,Census Tract 98.01,West Seattle Junction/Genesee Hill,1.3,2.31,1551,873.362.445.414.848,910.865.322.055.953,High,Stable,302,21,108.142.489.397.583,132.915.490.832.838
2011,1823,53033008900,89,Census Tract 89,Madrona/Leschi,5.1,2.5,1722,16.260.162.601.626,15.929.203.539.823,High,Stable,239,16,13.690.717.169.342,193.287.463.975.703
2011,1824,53033026300,263,Census Tract 263,Rainier Beach,4.1,0,0,0,0,0,0,0,0,3.072.463.331.604,954.048.024.444.965
2011,1825,53033012000,120,Census Tract 120,Arbor Heights,1.1,0,0,0,0,0,0,0,0,155.609.904.431.915,16.787.974.281.693
2011,1826,53033011101,111.01,Census Tract 111.01,Columbia City,4.2,02.07,1369,0,730.994.152.046.784,Medium,Stable,521,14,122.367.180.846.863,155.520.743.493.747
2011,1827,53033011001,110.01,Census Tract 110.01,South Beacon Hill/NewHolly,3.4,0,0,0,0,0,0,0,0,116.290.410.737,162.873.553.131.872
2011,1828,53033010800,108,Census Tract 108,Riverview,2.3,1.58,1106,636.942.675.159.236,912.408.759.124.088,Low,Stable,59,3,440.874.452.204.437,390.193.474.976.913
2011,1829,53033000800,8,Census Tract 8,Cedar Park/Meadowbrook,8.3,0,0,0,0,0,0,0,0,122.908.100.239.868,153.120.874.645.944
2011,1830,53033003400,34,Census Tract 34,Greenwood/Phinney Ridge,9.3,1.29,793,781.250.000.000.001,762.388.818.297.332,Low,Stable,93,9,847.247.171.472.168,12.629.322.933.575
2011,1831,53033005306,53.06,Census Tract 53.06,University District,7.2,2.13,1173,142.857.142.857.142,13.828.867.761.452,Medium,Stable,680,18,215.790.605.789.185,595.487.262.312.138
2011,1832,53033004302,43.02,Census Tract 43.02,Ravenna/Bryant,7.3,2.53,1539,119.999.999.999.999,14.502.307.185.234,High,Stable,1023,59,35.641.156.701.355,798.727.441.919.544
2011,1833,53033002400,24,Census Tract 24,Wedgwood/View Ridge,7.4,0,0,0,0,0,0,0,0,103.599.197.832.642,131.517.125.244.876
2011,1834,53033004102,41.02,Census Tract 41.02,Laurelhurst/Sand Point,7.5,1.8,1275,169.491.525.423.729,143.198.090.692.124,Medium,Stable,487,7,179.339.272.689.209,233.508.002.922.279
2011,1835,53033005600,56,Census Tract 56,Magnolia,12.1,0,0,0,0,0,0,0,0,320.450.561.363.831,299.435.055.294.428
2011,1836,53033006703,67.03,Census Tract 67.03,Queen Anne,12.3,1.63,1251,124.223.602.484.471,16.246.953.696.182,Low,Stable,607,35,642.717.188.375.854,108.464.930.444.777
2011,1837,53033006100,61,Census Tract 61,Montlake/Portage Bay,7.1,2.48,1427,205.761.316.872.427,200.142.959.256.612,High,Stable,1133,83,119.591.937.410.278,214.772.648.301.767
2011,1838,53033005700,57,Census Tract 57,Magnolia,12.1,1.71,1287,118.343.195.266.272,117.924.528.301.887,Low,Stable,352,28,533.055.844.251.709,445.065.655.358.236
2011,1839,53033005901,59.01,Census Tract 59.01,Queen Anne,12.3,1.94,1189,543.478.260.869.564,550.133.096.716.948,Medium,Significant Rise,389,29,844.908.671.850.586,190.752.924.234.318
2011,1840,53033008401,84.01,Census Tract 84.01,Capitol Hill,6.2,2.7,1742,18.867.924.528.302,187.134.502.923.977,High,Stable,767,17,270.076.660.922.241,927.581.826.751.285
2011,1841,53033008300,83,Census Tract 83,First Hill,6.1,2.19,1513,186.046.511.627.907,195.417.789.757.412,Medium,Stable,943,13,256.127.649.777.222,863.213.489.440.587
2011,1842,53033007501,75.01,Census Tract 75.01,Capitol Hill,6.2,2.39,1364,170.212.765.957.447,156.366.344.005.957,Medium,Stable,1454,82,321.051.993.661.499,721.962.364.175.991
2011,1843,53033009702,97.02,Census Tract 97.02,West Seattle Junction/Genesee Hill,1.3,1.92,1238,0,0,Medium,Stable,105,7,238.999.074.262.695,282.587.625.684.306
2011,1844,53033008800,88,Census Tract 88,Central Area/Squire Park,5.3,2.5,1605,16.260.162.601.626,171.102.661.596.958,High,Stable,240,28,102.100.388.581.238,132.025.268.569.703
2011,1845,53033008500,85,Census Tract 85,First Hill,6.1,2.7,1798,18.867.924.528.302,192.743.764.172.336,High,Stable,884,18,48.541.213.192.749,902.558.161.466.663
2011,1846,53033026500,265,Census Tract 265,Highland Park,2.5,0,0,0,0,0,0,0,0,461.767.548.258.972,112.349.647.811.896
2011,1847,53033011601,116.01,Census Tract 116.01,Fauntleroy/Seaview,1.2,1.23,855,819.672.131.147.542,944.510.035.419.126,Low,Stable,80,6,167.108.428.944.397,200.119.659.924.997
2011,1848,53033011300,113,Census Tract 113,Highland Park,2.5,1.35,1089,746.268.656.716.419,646.950.092.421.442,Low,Stable,328,16,372.606.829.683.075,271.841.613.850.878
